SampleID,Replicate,Acipenser,Anatidae,Anserinae,Aythya,Balaenoptera.physalus,Batrachoseps.attenuatus,Bos.taurus,Brevoortia,Buteo,Cairina.moschata,Capra.hircus,Catharus,Cavia.porcellus,Chanos.chanos,Clupeidae,Columbidae,Corvus,Cyprinus.carpio,Didelphis.virginiana,Engraulis,Felis.catus,Fulica.americana,Gadus.morhua,Gallus.gallus,Junco.hyemalis,Lithobates.catesbeianus,Mephitis.mephitis,Merluccius,Microtus.californicus,Morone.chrysops,Mus.musculus,Neotamias,Numida.meleagris,Oncorhynchus,Oryctolagus.cuniculus,Otospermophilus.beecheyi,Ovis.aries,Passer.domesticus,Passeriformes,Peromyscus,Plestiodon.skiltonianus,Procyon.lotor,Psaltriparus.minimus,Rattus.norvegicus,Rattus.rattus,Salmo.salar,Scapanus.latimanus,Sciurus.carolinensis,Sebastes,Sorex,Sturnus.vulgaris,Sus.scrofa,Sylvilagus.bachmani,Thomomys.bottae,Tilapia,Trochilidae,Turdus.migratorius,Tyto.alba,Zalophus.californianus
S20_3855,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745630648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186894649,0,0,0,0,0,0.067474704,0,0,0,0,0,0,0,0,0,0,0
S20_3856,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403188207,0,0,0,0,0.02691121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054645183,0,0,0,0.499108673,0,0.016146726,0,0,0,0,0
S21_0002,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209963269,0,0,0,0,0.026078972,0,0,0,0,0,0,0.017447199,0,0,0,0.019375574,0,0,0,0,0.303535354,0,0,0,0,0,0,0,0,0.423599633,0,0,0,0,0
S21_0006,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010824774,0,0,0,0,0,0,0,0.96069869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028476536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0007,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0009,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0010,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037872154,0,0,0,0,0.099605954,0,0,0,0,0,0,0,0.862521891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0019,batch1,0,0,0,0,0,0,0.016263612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473058973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059256117,0,0,0,0,0,0.451421298,0,0,0,0,0,0,0
S21_0020,None,0,0,0,0,0,0,0.025492056,0,0,0,0,0,0,0,0,0.290846573,0,0,0,0,0,0,0,0.683661371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0022,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329773869,0,0,0,0,0,0.199120603,0,0,0,0.471105528,0,0,0,0,0,0,0
S21_0023,None,0,0,0,0,0,0,0,0,0,0,0,0.034823806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965176194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0025,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614971026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010096183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374932792,0,0,0,0,0
S21_0026,None,0,0.00740353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011965301,0,0,0,0,0,0,0,0.845423273,0,0,0,0,0,0,0.042850733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092357164,0,0,0,0,0,0,0
S21_0027,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593408051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406591949,0,0,0,0,0,0,0
S21_0031,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0033,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994773519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005226481,0,0,0,0,0,0,0
S21_0035,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011512979,0,0,0,0,0,0,0,0,0,0,0,0,0.048115564,0,0.452155968,0,0,0,0,0,0,0,0,0,0.488215488,0,0,0,0,0
S21_0038,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183021678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093455237,0,0.037895085,0,0,0,0,0,0,0,0,0,0.685627999,0,0,0,0,0
S21_0039,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067325824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932674176,0,0,0,0,0
S21_0040,None,0,0,0.023894362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103961434,0,0.787885139,0,0,0,0,0.01268078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05606791,0,0.015510375,0,0,0,0,0
S21_0041,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005135426,0,0,0,0,0,0,0,0,0,0,0,0.994864574,0,0,0,0,0
S21_0043,None,0,0,0,0,0,0,0,0,0,0,0,0,0.049069374,0,0,0,0,0,0,0,0,0,0,0.814004946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131068593,0,0.005857087,0,0,0,0,0
S21_0047,None,0,0,0,0,0,0,0,0,0,0,0,0.507584717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022162801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470252481,0,0,0,0,0
S21_0049,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007409178,0,0,0.792941364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199649458,0,0,0,0,0,0,0,0,0,0,0
S21_0050,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588063165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014530044,0,0,0,0,0,0.397406791,0,0,0,0,0
S21_0052,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006820461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993179539,0,0,0,0,0
S21_0053,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725153315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212985496,0,0.06186119,0,0,0,0,0
S21_0057,None,0,0,0,0,0,0,0,0,0,0,0,0,0.433319767,0,0,0,0,0,0,0,0,0,0,0.566680233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0058,None,0,0.741300483,0,0,0,0,0,0.01833037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112945559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011853357,0,0,0,0,0,0.115570231,0,0,0,0,0,0,0
S21_0062,batch1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158047945,0,0.841952055,0,0,0,0,0
S21_0064,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884741144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115258856,0,0,0,0,0
S21_0066,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159602076,0,0,0,0,0,0,0,0,0,0.646665618,0.067513369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007195659,0,0.119023278,0,0,0,0,0
S21_0069,batch1,0,0,0,0,0,0,0,0.057727439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450919498,0,0,0,0,0,0,0.034405066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456947997,0,0,0,0,0
S21_0070,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614876831,0,0,0,0,0,0,0,0,0,0,0,0.385123169,0,0,0,0,0
S21_0071,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195766773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804233227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0072,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501768868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498231132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0073,None,0,0,0,0,0,0,0,0,0,0,0.074018366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011716276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914265358,0,0,0,0,0
S21_0074,None,0,0,0,0,0,0,0,0,0,0,0.218411552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041585671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740002777,0,0,0,0,0
S21_0075,None,0,0,0,0,0,0,0,0,0,0,0.114894464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885105536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0078,None,0,0.075250313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009816959,0,0.914932728,0,0,0,0,0
S21_0079,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0080,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611365067,0,0.388634933,0,0,0,0,0
S21_0081,None,0,0.793976118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206023882,0,0,0,0,0
S21_0082,None,0,0,0,0,0,0,0.016984781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243672749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73934247,0,0,0,0,0
S21_0083,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66762839,0,0.33237161,0,0,0,0,0
S21_0084,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0085,batch1,0,0.150078064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43832943,0,0,0,0,0.012685402,0,0,0,0,0,0,0.081967213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316939891,0,0,0,0,0
S21_0086,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0087,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008100865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301833354,0,0,0.687933975,0,0.002131807,0,0,0
S21_0088,batch1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231362788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768637212,0,0,0,0,0
S21_0089,None,0,0.734563279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265436721,0,0,0,0,0
S21_0090,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0092,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092926328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038215439,0,0,0,0,0,0,0,0,0,0.868858233,0,0,0,0,0
S21_0094,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54126542,0,0,0,0,0.012176681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006844409,0.008117788,0,0,0,0,0,0,0,0,0.431595702,0,0,0,0,0
S21_0095,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830092445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169907555,0,0,0,0,0
S21_0096,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007377312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992622688,0,0,0,0,0
S21_0098,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84097557,0,0,0,0,0,0,0,0.039879702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119144729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0099,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685300712,0,0,0,0,0,0,0,0.167267765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147431524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0101,batch1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987240929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012759071,0,0,0,0,0
S21_0103,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202692595,0,0,0,0,0.035302917,0,0,0,0,0,0,0,0,0,0.527599102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234405385,0,0,0,0,0
S21_0104,batch1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377206512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622793488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0106,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182600013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005024802,0,0.812375185,0,0,0,0,0
S21_0107,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949009495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050990505,0,0,0,0,0
S21_0114,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110633364,0,0,0,0,0,0,0,0,0,0.889366636,0,0,0,0,0
S21_0116,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173797784,0,0,0,0,0,0,0.015587721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810614496,0,0,0,0,0
S21_0118,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145984831,0,0,0,0,0,0,0.659003831,0,0,0.138556572,0,0.032371569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024083196,0,0,0,0,0
S21_0120,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675878865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016730199,0,0.307390936,0,0,0,0,0
S21_0126,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160640868,0,0,0.717755266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121603866,0,0,0,0,0
S21_0128,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007703281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992296719,0,0,0,0,0
S21_0130,None,0,0.028629076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018268077,0,0,0,0,0.006107536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228650889,0,0.718344421,0,0,0,0,0
S21_0134,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033433704,0,0,0,0,0.023881217,0,0,0,0,0,0,0,0,0,0.942685079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0136,None,0,0,0,0,0,0,0.031662689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017979316,0,0,0.86618934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010819411,0,0.045027844,0,0,0,0,0,0,0,0.0283214,0,0,0,0,0
S21_0140,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049385028,0,0,0.034151214,0,0,0.916463757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0142,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879297459,0,0,0.039798206,0,0,0,0,0,0,0.080904335,0,0,0,0,0,0,0
S21_0144,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329701447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661557402,0,0,0,0,0,0,0,0,0,0,0,0.008741151,0,0,0,0,0
S21_0146,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813776126,0,0,0,0,0,0,0,0,0,0,0,0.018101076,0,0,0,0,0,0,0,0,0.023893421,0,0,0,0.005744075,0,0.138485302,0,0,0,0,0
S21_0148,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869416278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130583722,0,0,0,0,0,0,0
S21_0150,None,0,0,0,0,0,0,0,0,0,0.421135183,0,0,0,0,0,0.1016567,0,0,0,0,0,0,0,0.412704637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06450348,0,0,0,0,0,0,0
S21_0152,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071343069,0,0,0.58510893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015202298,0,0.328345703,0,0,0,0,0
S21_0154,None,0,0.091183546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031180716,0,0,0,0,0,0,0,0.825746497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05188924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0156,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0160,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0166,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0168,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602917089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397082911,0,0,0,0,0
S21_0170,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976125882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023874118,0,0,0,0,0,0,0
S21_0172,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987801395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012198605,0,0,0,0,0,0,0
S21_0174,None,0,0.169130337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27237938,0,0,0,0,0,0,0.25189465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306595633,0,0,0,0,0,0,0
S21_0176,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0178,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0180,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094333073,0,0,0,0,0,0,0,0,0,0,0,0.905666927,0,0,0,0,0
S21_0182,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S21_0184,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901801898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03630451,0,0,0,0,0,0,0,0.061893592,0,0,0,0,0,0,0
S21_1098,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S21_1102,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103489771,0.017402573,0,0,0,0,0,0,0,0,0,0,0,0.879107655,0,0,0,0,0
S21_1106,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902629417,0,0,0.054877333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04249325,0,0,0,0,0
S21_1108,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593396127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406603873,0,0,0,0,0
S21_1112,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926023132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014412811,0,0.059564057,0,0,0,0,0
S21_1118,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030698135,0,0.969301865,0,0,0,0,0
